Name,Duration,Pace,Language,Author,Code,Description,Category,Link
Aspectos Básicos de Finanzas,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES01,"¿Cuánto necesita vender para obtener ganancias?
Aprenda los conceptos básicos de finanzas de negocios, que le ayudarán a calcular los gastos y descubrir cuándo obtendrá ganancias.

¿Qué aprenderá en este curso?

Determinar los tipos de gastos
Calcular su punto de equilibrio
Usar una hoja de cálculo para realizar cálculos más fácilmente
",Finanzas,https://www.life-global.org/es/es/course/151-aspectos-b%C3%A1sicos-de-finanzas
Ganancias y Pérdidas,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES03,"¿Cómo analizar las ganancias y pérdidas en mi negocio?
Descubra qué es un estado de ganancias y pérdidas, cómo se estructura y porqué es importante para su negocio.

¿Qué aprenderá en este curso?

Conceptos básicos del estado de ganancias y pérdidas
Descubrir cómo los ingresos y gastos guardan relación con las ganancias y pérdidas
Analizar un estado de ganancias y pérdidas
",Finanzas,https://www.life-global.org/es/es/course/150-ganancias-y-p%C3%A9rdidas
Encontrar Financiamiento,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES09,"¿Cómo encontrar financiamiento para iniciar o ampliar un negocio?
Explore fuentes de fondos iniciales para su negocio. Identifique cuáles fuentes son las más adecuadas a sus necesidades y sepa qué considerar antes de presentar su solicitud.

¿Qué aprenderá en este curso?

Determinar cuánto dinero necesitará
Comprender cuánto tiempo necesitará el dinero
Identificar las fuentes de financiación más idóneas para las necesidades de su negocio
Aumentar su éxito de financiación
Evitar los prestamistas depredadores
",Finanzas,https://www.life-global.org/es/es/course/149-encontrar-financiamiento
Pronósticos de Ventas,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES18,"¿Cómo reunir la información que permita pronosticar las ventas de un negocio?
Aprenda sobre la importancia de los pronósticos de ventas para su negocio y cómo reunir información importante para crear su propio pronóstico de ventas. 

¿Qué aprenderá en este curso?

Reunir información para elaborar un pronóstico de ventas de su negocio
Usar software de hoja de cálculo para gestionar su pronóstico de ventas
",Finanzas,https://www.life-global.org/es/es/course/147-pron%C3%B3sticos-de-ventas
Propuesta Única de Valor,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES04,"¿Cómo puedo determinar lo que hace que mi negocio sea único?
Descubra cómo puede diferenciar su negocio de sus competidores y cómo elaborar su propia propuesta de valor única.

En este curso, aprenderá a:

Definir lo que significa una propuesta de valor única (PVU) y cómo crear una
Explicar por qué las PVU son importantes para cualquier negocio y cómo se pueden implementar
Comprender los componentes clave para obtener  buenas PVU
Evaluar las PVU de las empresas de la competencia
",Marketing,https://www.life-global.org/es/es/course/157-propuesta-%C3%BAnica-de-valor
Su Público Objetivo,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES06,"¿Cómo identificar el público objetivo de un negocio?
Explore las formas de recopilar información sobre sus clientes actuales y potenciales y cómo enfocar sus esfuerzos para obtener el máximo impacto.

En este curso, aprenderá a:

Elaborar preguntas para conocer mejor a sus clientes.
Crear una encuesta en línea o en persona para recopilar información sobre sus clientes.
Recopilar las opiniones de los clientes al organizar una entrevista o un grupo de discusión.
",Marketing,https://www.life-global.org/es/es/course/156-su-p%C3%BAblico-objetivo
Ventas en Línea,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES07,"¿Cómo puedo vender mis productos o servicios en línea de forma más eficaz?
Descubra cómo las ventas en línea pueden mejorar la capacidad de su negocio para obtener beneficios y aprenda cómo puede vender a su público de forma más eficaz a través de Internet.
En este curso, aprenderá a:

Optimizar las estrategias de venta y marketing de su producto o servicio.
Crear títulos, descripciones y fotografías eficaces para sus listados de productos y anuncios en línea.
Comprometerse con un buen servicio y hacer del valor único de su negocio su marca.
Venda en línea incluso si cree que no tiene lo que hay que tener para ser vendedor.
",Marketing,https://www.life-global.org/es/es/course/155-ventas-en-l%C3%ADnea
Efectivos Sitios Web de Negocios,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES17,"¿Cómo desarrollo un sitio web que me ayude a cumplir mis metas comerciales?
El curso Sitios Web Comerciales Efectivos respalda tus metas comerciales al enseñarte los fundamentos básicos para la creación de un sitio web fácil de usar que te permita atraer nuevos clientes y retener los existentes. 

En este curso, aprenderás a:

Explorar los beneficios y las funciones de un sitio web comercial.
Comprender a tus clientes y cómo utilizan un sitio web comercial.
Utilizar un software de diseño web en línea para crear un sitio web comercial.
Utilizar las métricas de un sitio web para mejorar tu negocio.
",Marketing,https://www.life-global.org/es/es/course/153-efectivos-sitios-web-de-negocios
Administración de la Relación con los Clientes (ARC),No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES12,"¿Cómo un sistema de administración de relaciones con clientes puede ayudar a un negocio?
Aprenda cómo puede mejorar el control de la información sobre sus clientes y clientes potenciales, permitiendo así que se incremente su negocio.

¿Qué aprenderá en este curso?

Configurar una herramienta de CRM para su negocio
Usar la herramienta de CRM para controlar la información que le ayudará a incrementar su negocio
",Marketing,https://www.life-global.org/es/es/course/163-administraci%C3%B3n-de-la-relaci%C3%B3n-con-los-clientes-(arc)
El Arte de las Ventas: Fundamentos de Ventas,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES32,"¿Cómo llegar a ser un mejor vendedor?
Descubra cómo negociar ventas, gestionar objeciones de clientes y usar herramientas de ventas para convertirse en un mejor vendedor.

¿Qué aprenderá en este curso?

Entenderá qué son las ventas y cómo vender de forma más efectiva
Entenderá los hábitos de compra de sus clientes potenciales
Creará un “elevator pitch” para su negocio
Aprenderá cómo negociar una venta y gestionar objeciones
Aprenderá cómo usar herramientas de venta como Google Analytics y Medios Sociales.
",Marketing,https://www.life-global.org/es/es/course/232-el-arte-de-las-ventas-fundamentos-de-ventas
Marketing de Medios Sociales,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES02,"¿Cómo usar el marketing de medios sociales para mejorar un negocio?
Explore diversas plataformas de marketing de medios sociales. Aprenda cómo crear publicidad de medios sociales para que llegue a su público objetivo.

¿Qué aprenderá en este curso?

Usar diversas plataformas de marketing de medios sociales para promocionar su negocio
Cómo crear un anuncio en Facebook dirigido a sus clientes
",Marketing,https://www.life-global.org/es/es/course/158-marketing-de-medios-sociales
Fijación de Precios,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES15,"¿Cómo definir los precios de los productos o servicios?
Aprenda qué debe investigar para determinar los precios de sus productos y servicios, así como la manera de personalizar una tabla mediante software de procesamiento de texto para anotar su investigación.

¿Qué aprenderá en este curso?

Realizar una investigación para definir los precios de sus productos y servicios.
Fijar los precios de productos y servicios
Usar software de procesamiento de texto para personalizar tablas
",Marketing,https://www.life-global.org/es/es/course/154-fijaci%C3%B3n-de-precios
Comparación Entre Beneficios de Marketing y Características,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES19,"¿Cómo promover los beneficios de los productos o servicios de forma efectiva?
Aprenda a crear elementos de marketing para promover los beneficios de sus productos o servicios entre su público objetivo.

¿Qué aprenderá en este curso?

Diferenciar entre beneficios y características
Usar los beneficios y las características de sus productos o servicios para promoverlos con efectividad en su mercado objetivo
Usar plantillas en línea para crear un volante de su negocio
",Marketing,https://www.life-global.org/es/es/course/152-comparaci%C3%B3n-entre-beneficios-de-marketing-y-caracter%C3%ADsticas
Tecnología de la Información para el Éxito en los Negocios,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES24,"¿Cómo saber qué tecnología debería usar en un negocio?
Defina los tipos de soluciones tecnológicas que mejor abordan sus objetivos de negocio y aprenda cómo las diferentes tecnologías impactan su negocio directa e indirectamente.

¿Qué aprenderá en este curso?

Determinar los tipos de soluciones tecnológicas que abordan mejor sus metas comerciales
Decida la mejor forma de implementar una solución tecnológica según las circunstancias de su negocio en particular
",Operaciones,https://www.life-global.org/es/es/course/159-tecnolog%C3%ADa-de-la-informaci%C3%B3n-para-el-%C3%A9xito-en-los-negocios
Eficiencia de la Energía: hacer más con menos,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES22,"¿Cómo puedo economizar energía en mi negocio?
Descubra cómo evaluar y reducir el consumo de energía de su negocio para ahorrar dinero y proteger el medio ambiente.

¿Qué aprenderá en este curso?

Evaluar su consumo de energía y de qué modo conservar energía ahorra dinero en su negocio, preserva los recursos naturales y disminuye la contaminación
Usar una hoja de cálculo para evaluar el consumo de energía de su negocio
",Operaciones,https://www.life-global.org/es/es/course/160-eficiencia-de-la-energ%C3%ADa-hacer-m%C3%A1s-con-menos
Contratación de Personal,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES13,"¿Cómo seleccionar el persona adecuado para un negocio?
Aprenda cómo contratar el personal de su negocio y cómo crear una solicitud de empleo usando software de procesamiento de texto.

¿Qué aprenderá en este curso?

Seguir un procedimiento estructurado para contratar empleados
Usar software de procesamiento de texto para crear una solicitud de empleo
",Operaciones,https://www.life-global.org/es/es/course/162-contrataci%C3%B3n-de-personal
Administración del Inventario,No más de 60 minutos,A su propio ritmo,Español,HP LIFE,HPL-ES20,"¿Cuánto es preciso vender para obtener beneficios?
Aprenda porqué la administración del inventario es esencial para mantener operaciones exitosas de un negocio y optimizar la ganancia.

¿Qué aprenderá en este curso?

Seleccionar el método de administración del inventario más apropiado para su negocio
	Usar diferentes tecnologías para administrar su inventario
",Operaciones,https://www.life-global.org/es/es/course/161-administraci%C3%B3n-del-inventario
编制优秀的演示文稿,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH10,"如何创建有效的幻灯片演示文稿？
了解如何设计、练习和进行一场具有说服力的演示，面向特定的受众清晰地表达您的信息。

在本课程中，您将学习如何：

确定演示中与特定受众最相关的信息。
创建精心设计的有效幻灯片演示文稿，以支持远程或当面演示。
制定公开演讲和演示的最佳做法。

",沟通,https://www.life-global.org/zh-Hans/zh-Hans/course/74-%E7%BC%96%E5%88%B6%E4%BC%98%E7%A7%80%E7%9A%84%E6%BC%94%E7%A4%BA%E6%96%87%E7%A8%BF
展示数据,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH14,"展示业务数据的最有效方法是什么？
了解如何使用电子表格软件创建图表，有效传达企业数据。

在本课程中，您将学习如何：

理解如何使用不同类型的图表帮助人们理解企业的价值
决定使用哪类图表有效呈现数据
使用电子表格软件创建图表

",沟通,https://www.life-global.org/zh-Hans/zh-Hans/course/76-%E5%B1%95%E7%A4%BA%E6%95%B0%E6%8D%AE
有效领导力,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH23,"如何成为更有效的领导者？
了解何时以及如何使用不同的领导方法，成为一名全方位更强大和更有效的领导者。

在本课程中，您将学习如何：

评估哪些领导方法适用于不同的情况
使用桌面或手机软件进行协作，更高效地沟通

",沟通,https://www.life-global.org/zh-Hans/zh-Hans/course/75-%E6%9C%89%E6%95%88%E9%A2%86%E5%AF%BC%E5%8A%9B
商务沟通,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH26,"如何提高商务沟通能力？
了解商务沟通的重要性以及如何创建简单框架提高商务沟通能力。

在本课程中，您将学习如何：

确定有效商务沟通的特征
确定有效沟通的成功因素
确定并分析目标受众
利用通信媒介有效地传达消息

",沟通,https://www.life-global.org/zh-Hans/zh-Hans/course/72-%E5%95%86%E5%8A%A1%E6%B2%9F%E9%80%9A
商务电子邮件,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH11,"如何在业务中有效地使用电子邮件？
了解如何撰写商务电子邮件，有效地与客户和供应商沟通。

在本课程中，您将学习如何：

认识到商务电子邮箱可以做什么和不可以做什么
设定电子邮件地址
在电子邮件中添加附件
创建电子邮件签名

",沟通,https://www.life-global.org/zh-Hans/zh-Hans/course/73-%E5%95%86%E5%8A%A1%E7%94%B5%E5%AD%90%E9%82%AE%E4%BB%B6
循环经济,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH33,"我该如何设计自身企业，以便为循环经济做出贡献？
学习循环经济的基础知识和基本原则，了解它如何创造比传统线性商业模式更多的效益与价值。

在本课程中，您将：

了解为什么循环经济在当今世界里非常重要。
了解循环经济的基本原理。
了解将循环经济融入业务模式的不同方式。

本课程是由联合国工业发展组织 (UNIDO)和HP LIFE 在美国国际开发署 (USAID) 及惠普基金会的资助下合作开发的。
",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/341-%E5%BE%AA%E7%8E%AF%E7%BB%8F%E6%B5%8E
创办小企业,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH28,"如何才能创办一个小企业？
了解创办小企业需要采取哪些步骤，以及如何制定有效的业务战略计划来实现业务增长。

在本课程中，您将学习如何：

借助创业思维开启创业之旅。
通过设置“我的业务计划”  （HP LIFE工具），以制定自己的业务计划。
分析指标以衡量您的业务是否能成功。

",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/79-%E5%88%9B%E5%8A%9E%E5%B0%8F%E4%BC%81%E4%B8%9A
社会公益创业,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH21,"如何建立可持续的、以影响为导向的企业来解决社区中的问题？
了解什么是社会公益企业、它与传统企业有何不同、成功建立一家这样的企业需要考虑哪些事项。

在本课程中，您将学习如何：

评估针对社会公益企业的想法是否可持续，是否可以产生积极的社会影响。
避免创立社会公益企业时的常见错误。
使用创业工具来更好的了解您的受众和他们面对的挑战。
",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/320-%E7%A4%BE%E4%BC%9A%E5%85%AC%E7%9B%8A%E5%88%9B%E4%B8%9A
增长引擎,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH31,"什么是增长引擎？我该如何使用增长引擎扩大业务？
了解增长引擎系统如何通过将感兴趣的访问者转化为积极参与的用户和快乐的顾客，从而扩大业务。

在本课程中，您将学习如何：

增长引擎的主要组成部分
描述增长引擎每个部分的独立组成元素
提出关键问题来设身处地考虑顾客的体验
为新的形势打造合适的增长引擎
提出创意，为个人业务打造增长引擎

",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/83-%E5%A2%9E%E9%95%BF%E5%BC%95%E6%93%8E
3D 打印,不超过 60 分钟,自定进度,中文(简体),"HP LIFE & Youth for Technology Foundation
 (YTF)",HPL-ZH29,"3D打印如何帮助我开启或发展业务？
了解如何使用3D打印为企业制作原型及正式产品。

在本课程中，您将学习如何：

使用3D打印设计、制作原型和生产新产品
开发所需的技能，找到可利用资源，成功使用3D打印
",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/78-3d-%E6%89%93%E5%8D%B0
成功心态,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH30,"如何培养成功心态
了解什么是成功心态，如何培养成功心态，成功心态如何帮助您打造成功的未来？

在本课程中，您将学习如何：

了解快乐的源泉——您的价值观、兴趣和优先事项
为未来创建一个美好愿景，设定个人或职业目标，制定一项成功计划
学习如何通过培养良好的商业习惯和发挥自身优势来实现计划

",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/77-%E6%88%90%E5%8A%9F%E5%BF%83%E6%80%81
设计思路,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH27,"如何在企业中采用设计思路？
学习设计思路基础概念以识别、定义、探索、形成及验证想法，为客户解决难题。

在本课程中，您将学习如何：

定义问题并创建问题陈述
进行采访，了解潜在客户和他们未满足的需求
 探索问题加深您的理解
形成并验证问题解决方案
利用反馈反复改进解决方案

",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/80-%E8%AE%BE%E8%AE%A1%E6%80%9D%E8%B7%AF
战略规划,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH25,"如何选择正确策略，实现企业长期成功？
学会用SWOT（优势、劣势、机会和威胁）分析，选择最佳策略，帮助企业实现长期目标。

在本课程中，您将学习如何：

使用SWOT分析，考虑企业的优势、劣势、机会和威胁，选择最有效的策略，帮助企业取得成功。
整合文字处理和电子表格文件，简化流程

",创业 / 创新,https://www.life-global.org/zh-Hans/zh-Hans/course/81-%E6%88%98%E7%95%A5%E8%A7%84%E5%88%92
现金流,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH16,"关注现金流对我的业务有何帮助？
了解为什么现金流对您的业务很重要，以及如何根据可用资源做出决策。

在本课程中，您将学习如何：

监控和统调您的现金流。
制定有关现金管理的决策。
使用电子表格跟踪您的现金流。

",财务,https://www.life-global.org/zh-Hans/zh-Hans/course/87-%E7%8E%B0%E9%87%91%E6%B5%81
财务基础,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH01,"需要以什么价位出售才能赚取利润？
了解基本财务概念，帮助您计算费用，找到赚取利润的方法。

在本课程中，您将学习如何：

确定各类费用
计算您的收支平衡点
使用电子表格，使您的计算更方便

",财务,https://www.life-global.org/zh-Hans/zh-Hans/course/84-%E8%B4%A2%E5%8A%A1%E5%9F%BA%E7%A1%80
利润与亏损,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH03,"如何分析利润与亏损？
了解什么是营业损益表，营业损益表的结构是怎样的，营业损益表为何对企业很重要。

在本课程中，您将学习如何：

理解营业损益表的基本要素
发现收益与开销和利润与亏损的关系
分析损益表

",财务,https://www.life-global.org/zh-Hans/zh-Hans/course/85-%E5%88%A9%E6%B6%A6%E4%B8%8E%E4%BA%8F%E6%8D%9F
寻找资金,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH09,"如何寻找资金启动或发展您的企业？
探索您的企业资金来源。确定哪些来源最适合您的需求，并在申请之前了解要考虑的事项。

在本课程中，您将学习如何：

确定您所需要的资金金额
了解您需要借入这笔资金的期限
确定最适合公司需求的资金来源
提升融资成功率
避免向掠夺性贷款人借贷

",财务,https://www.life-global.org/zh-Hans/zh-Hans/course/86-%E5%AF%BB%E6%89%BE%E8%B5%84%E9%87%91
销售额预测,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH18,"如何收集正确信息预测企业销售额？
了解销售额预测为何对您的企业很重要，以及如何收集需要的信息进行销售额预测。

在本课程中，您将学习如何：

收集信息预测企业销售额
使用电子表格软件定制电子表格，跟踪销售额预测

",财务,https://www.life-global.org/zh-Hans/zh-Hans/course/88-%E9%94%80%E5%94%AE%E9%A2%9D%E9%A2%84%E6%B5%8B
独特市场价值,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH04,"如何确定自己企业的独特之处？
探索如何将自己的企业与竞争对手区分开来，以及如何打造自己独特的价值主张。

在這個過程中，您將學習如何：

确定独特的价值主张 (UVP) 的含义，以及如何创建 UVP
解释为什么 UVP 对每家企业都很重要，以及如何加以运用
了解良好 UVP 的关键组成部分
评估竞争对手企业的 UVP
",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/90-%E7%8B%AC%E7%89%B9%E5%B8%82%E5%9C%BA%E4%BB%B7%E5%80%BC
你的目标受众,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH06,"如何确定我的目标受众？
探索以不同方式来收集现有和潜在客户信息，了解如何集中精力来提升影响力。

在本课程中，你将学习如何：

精心设计问题，从而更好地了解你的客户。
制作在线或面对面调查表，用于收集客户相关信息。
开展访谈或焦点小组，收集客户洞察。

",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/91-%E4%BD%A0%E7%9A%84%E7%9B%AE%E6%A0%87%E5%8F%97%E4%BC%97
在线销售,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH07,"我可以如何提升产品或服务在线销售的有效性？
了解在线销售可以如何提高您企业的盈利能力，并了解如何通过互联网更有效地向受众实现销售。
在本课程中，您将学习如何：

针对您的产品或服务优化销售和营销策略。
为您的在线产品和推广制作有效的标题、描述和照片。
致力于提供优质服务，让您的企业的独特价值成为您的品牌。
即使您认为自己不具备成为销售人员的条件，也可以展开在线销售。
",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/92-%E5%9C%A8%E7%BA%BF%E9%94%80%E5%94%AE
有效的企业网站,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH17,"如何开发网站助我实现业务目标？
有效的企业网站课程将向您传授创建界面友好网站的基础知识，为您的业务目标提供支持。借助网站，您将能吸引新的客户，同时留住现有客户。

在本课程中，您将学习如何：

探索企业网站的优势和功能。
了解客户以及他们使用企业网站的方式。
使用在线网页设计软件来创建企业网站。
使用网站指标来改进业务。

",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/93-%E6%9C%89%E6%95%88%E7%9A%84%E4%BC%81%E4%B8%9A%E7%BD%91%E7%AB%99
客户关系管理(CRM),不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH12,"客户关系管理工具如何帮助我创建业务？
了解如何使用客户关系管理工具更好地跟踪客户和潜在客户的信息，帮助您创建业务。

在本课程中，您将学习如何：

为您的企业创建一个客户关系管理工具
使用客户关系管理工具跟踪信息，帮助您创建业务

",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/98-%E5%AE%A2%E6%88%B7%E5%85%B3%E7%B3%BB%E7%AE%A1%E7%90%86(crm)
销售的艺术：销售的基本要素,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH32,"如何成为一名更优秀的销售人员？
了解如何谈生意、处理顾客反对意见，如何使用营销工具成为一名更优秀的销售人员。

在本课程中，您将学习如何：

了解什么是销售，如何成为一名更高效的销售人员
了解潜在顾客的购买习惯
创作“电梯演讲”推广业务
学习如何谈生意和处理反对意见
学习如何使用谷歌分析和社交媒体等营销工具

",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/231-%E9%94%80%E5%94%AE%E7%9A%84%E8%89%BA%E6%9C%AF%EF%BC%9A%E9%94%80%E5%94%AE%E7%9A%84%E5%9F%BA%E6%9C%AC%E8%A6%81%E7%B4%A0
优势与特色宣传,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH19,"如何有效推广产品或服务的优势？
了解如何制作市场营销材料，向目标受众推广产品或服务的优势。

在本课程中，您将学习如何：

了解优势和特色的差异
利用优势和特色有效地将产品和服务推广至目标市场
使用在线模板制作企业宣传单

",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/94-%E4%BC%98%E5%8A%BF%E4%B8%8E%E7%89%B9%E8%89%B2%E5%AE%A3%E4%BC%A0
设定价格,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH15,"产品或服务如何定价？
探索如何进行调研，确定产品和服务价格。了解如何使用文字处理软件追踪收集到的信息。

在本课程中，您将学习如何：

进行调研，确定产品和服务价格
对产品和服务定价
使用文字处理软件定制表格

",营销,https://www.life-global.org/zh-Hans/zh-Hans/course/95-%E8%AE%BE%E5%AE%9A%E4%BB%B7%E6%A0%BC
合适的 IT 解决方案 ,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH24,"如何评估企业该使用哪种技术？
确定哪种类型的技术解决方案能最好地满足您的企业目标。不同的技术如何直接或间接地影响您的企业。

在本课程中，您将学习如何：

确定哪种类型的技术解决方案能最好地满足您的企业目标
根据企业的特定状况，决定实施技术解决方案的最佳途径

",运营,https://www.life-global.org/zh-Hans/zh-Hans/course/101-%E5%90%88%E9%80%82%E7%9A%84-it-%E8%A7%A3%E5%86%B3%E6%96%B9%E6%A1%88-
招聘员工,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH13,"如何为企业招募合适的人才？
了解如何招募合适的岗位人选，并使用文字处理软件创建工作申请。

在本课程中，您将学习如何：

按照结构化程序招募员工
使用文字处理软件创建工作申请

",运营,https://www.life-global.org/zh-Hans/zh-Hans/course/102-%E6%8B%9B%E8%81%98%E5%91%98%E5%B7%A5
库存管理,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH20,"需要以什么价位出售才能赚取利润？
了解库存管理为何对您的企业很重要，该如何管理企业库存才能使利润最大化。

在本课程中，您将学习如何：

为企业选择最佳库存管理办法
使用不同的技术管理企业库存

",运营,https://www.life-global.org/zh-Hans/zh-Hans/course/99-%E5%BA%93%E5%AD%98%E7%AE%A1%E7%90%86
节能：提升能源效益,不超过 60 分钟,自定进度,中文(简体),HP LIFE,HPL-ZH22,"企业该如何节能？
了解如何评估和减少企业能源使用，以节省资金和保护环境。

在本课程中，您将学习如何：

了解如何评估能源使用，以及节约能源如何为企业节省资金、保存自然资源、减少污染
使用电子表格评估企业的能源使用状况，并调整企业行为

",运营,https://www.life-global.org/zh-Hans/zh-Hans/course/100-%E8%8A%82%E8%83%BD%EF%BC%9A%E6%8F%90%E5%8D%87%E8%83%BD%E6%BA%90%E6%95%88%E7%9B%8A
Presentasi yang Efektif,Tidak lebih dari 60 menit,Diatur Sendiri,Bahasa Indonesia,HP LIFE,HPL-ID10,"Bagaimana saya dapat membuat slide presentasi yang efektif?
Pelajari bagaimana cara mengembangkan, berlatih, dan memberikan presentasi persuasif yang mengungkapkan pesan Anda dengan jelas dan ditargetkan kepada khalayak tertentu.

Dalam kursus ini, Anda akan mempelajari cara:

Menentukan informasi apa saja dalam presentasi yang paling relevan untuk khalayak tertentu.
Membuat slide presentasi yang efektif dan didesain dengan baik untuk dipresentasikan luring dan daring.
Mengembangkan praktik terbaik untuk berbicara di depan umum dan memberikan presentasi.
",Komunikasi,https://www.life-global.org/id/id/course/291-presentasi-yang-efektif
Email Bisnis,Tidak lebih dari 60 menit,Diatur Sendiri,Bahasa Indonesia,HP LIFE,HPL-ID11,"Bagaimana menggunakan email secara efektif untuk bisnis saya?
Pelajari cara menulis email bisnis profesional untuk berkomunikasi secara efektif dengan pelanggan dan pemasok Anda.

Dalam kursus ini, Anda akan mempelajari cara:

Memahami yang boleh dan tidak boleh dalam menulis email bisnis.
Mengalamatkan email.
Membuat lampiran email.
Membuat tanda tangan email.
",Komunikasi,https://www.life-global.org/id/id/course/289-email-bisnis
Kepemimpinan yang Efektif,Tidak lebih dari 60 menit,Diatur Sendiri,Bahasa Indonesia,HP LIFE,HPL-ID23,"Bagaimana caranya menjadi pemimpin yang efektif?
Memahami kapan dan bagaimana menggunakan pendekatan kepemimpinan yang berbeda agar menjadi pemimpin yang kuat dan efektif dalam segala situasi.

Dalam kursus ini, Anda akan mempelajari cara:

Menilai pendekatan kepemimpinan mana yang tepat untuk setiap situasi.
Menggunakan perangkat lunak desktop/mobile untuk berkolaborasi dan berkomunikasi secara produktif sebagai pemimpin.
",Komunikasi,https://www.life-global.org/id/id/course/293-kepemimpinan-yang-efektif
Komunikasi Bisnis,Tidak lebih dari 60 menit,Diatur Sendiri,Bahasa Indonesia,HP LIFE,HPL-ID26,"Bagaimana caranya meningkatkan kualitas komunikasi bisnis saya?
Pelajari mengapa komunikasi bisnis itu penting dan bagaimana membuat kerangka sederhana yang akan mempermudah meningkatkan keterampilan komunikasi bisnis Anda.

Dalam kursus ini, Anda akan mempelajari cara:

Mengidentifikasi karakteristik komunikasi bisnis yang efektif.
Mengidentifikasi faktor keberhasilan komunikasi yang efektif.
Identifikasi dan analisis target audiensi Anda.
Gunakan media komunikasi yang efektif menyampaikan pesan Anda.
",Komunikasi,https://www.life-global.org/id/id/course/288-komunikasi-bisnis
